No.,Time,Source,Destination,Protocol,Length,Source,Destination,,,,,
42566,12.328967,3643409491,2203648521,3,138,217.42.4.83,131.89.2.9,,,,,
42567,12.329033,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42568,12.329244,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42569,12.329303,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42570,12.329387,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42571,12.329456,2203648521,3643409491,3,122,131.89.2.9,217.42.4.83,,,,,
42572,12.329523,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42573,12.329602,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42574,12.329705,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42575,12.329774,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42576,12.329862,2203648521,3643409491,3,794,131.89.2.9,217.42.4.83,,,,,
42577,12.329928,2203648521,3643409491,3,122,131.89.2.9,217.42.4.83,,,,,
42578,12.330095,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42579,12.33016,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42580,12.330172,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42581,12.33025,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42582,12.33032,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42583,12.330533,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42584,12.330602,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42585,12.330667,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42586,12.330734,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42587,12.330802,1515783243,2203711357,10,198,90.89.4.75,131.89.247.125,,,,,
42588,12.330867,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42589,12.331081,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42590,12.331132,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42591,12.331197,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42592,12.331263,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42593,12.331328,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42594,12.331393,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42595,12.331484,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42596,12.331548,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42597,12.331616,2203711357,1515783243,10,70,131.89.247.125,90.89.4.75,,,,,
42598,12.33168,3372228986,2203667449,2,149,201.0.33.122,131.89.75.249,,,,,
42599,12.331796,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42600,12.331869,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42601,12.331924,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42602,12.332114,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42603,12.33218,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42604,12.332246,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42605,12.332461,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42606,12.332548,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42607,12.332614,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42608,12.332681,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42609,12.332746,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42610,12.332812,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42611,12.332879,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42612,12.332968,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42613,12.333035,2203667449,3380080188,2,84,131.89.75.249,201.119.238.60,,,,,
42614,12.333102,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42615,12.333241,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42616,12.333302,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42617,12.333478,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42618,12.333544,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42619,12.333609,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42620,12.333675,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42621,12.333739,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42622,12.333827,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42623,12.333895,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42624,12.33396,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42625,12.334025,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42626,12.334178,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42627,12.334246,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42628,12.334311,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42629,12.334439,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42630,12.334508,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42631,12.334596,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42632,12.334663,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42633,12.334749,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42634,12.335005,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42635,12.335097,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42636,12.335165,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42637,12.335233,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42638,12.335301,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42639,12.335367,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42640,12.335434,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42641,12.335503,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42642,12.33557,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42643,12.335635,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42644,12.335866,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42645,12.335952,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42646,12.336016,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42647,12.336102,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42648,12.336169,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42649,12.336252,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42650,12.336319,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42651,12.336385,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42652,12.336452,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42653,12.336521,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42654,12.336667,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42655,12.33675,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42656,12.336817,2203664892,1164300003,2,77,131.89.65.252,69.101.206.227,,,,,
42657,12.336901,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42658,12.336963,2203664892,3112462422,2,78,131.89.65.252,185.132.104.86,,,,,
42659,12.33697,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42660,12.337048,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42661,12.33723,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42662,12.337297,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42663,12.337362,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42664,12.337427,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42665,12.337492,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42666,12.337557,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42667,12.337623,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42668,12.337686,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42669,12.337886,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42670,12.337953,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42671,12.338039,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42672,12.338105,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42673,12.338192,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42674,12.338258,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42675,12.338345,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42676,12.338412,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42677,12.338496,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42678,12.338563,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42679,12.338649,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42680,12.338714,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42681,12.338801,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42682,12.338867,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42683,12.33895,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42684,12.339019,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42685,12.339103,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42686,12.33917,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42687,12.339269,3579330220,2203667328,10,64,213.88.62.172,131.89.75.128,,,,,
42688,12.339929,3643515749,2203664929,10,64,217.43.163.101,131.89.66.33,,,,,
42689,12.340003,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42690,12.340048,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42691,12.340149,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42692,12.34022,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42693,12.340316,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42694,12.340382,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42695,12.340468,2203688833,3382812525,10,66,131.89.159.129,201.161.159.109,,,,,
42696,12.340534,2203667328,3579330220,10,594,131.89.75.128,213.88.62.172,,,,,
42697,12.340617,2203667328,3579330220,10,594,131.89.75.128,213.88.62.172,,,,,
42698,12.340732,2203664929,3643515749,10,111,131.89.66.33,217.43.163.101,,,,,
42699,12.340813,2203667328,3579330220,10,594,131.89.75.128,213.88.62.172,,,,,
42700,12.340862,2203664929,3643515749,10,64,131.89.66.33,217.43.163.101,,,,,
42701,12.340873,3579317520,2203664976,10,594,213.88.13.16,131.89.66.80,,,,,
42702,12.340922,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42703,12.341396,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42704,12.341446,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42705,12.341452,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42706,12.341493,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42707,12.34156,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42708,12.341624,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42709,12.34169,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42710,12.341755,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42711,12.341841,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42712,12.34191,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42713,12.341976,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42714,12.342042,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42715,12.342106,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42716,12.342171,3643409491,2203648521,3,122,217.42.4.83,131.89.2.9,,,,,
42717,12.342234,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42718,12.34242,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42719,12.342637,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42720,12.342729,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42721,12.342798,2203664976,3579317520,10,64,131.89.66.80,213.88.13.16,,,,,
42722,12.342864,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42723,12.342922,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42724,12.34293,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42725,12.342996,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42726,12.343062,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42727,12.343128,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42728,12.343195,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42729,12.343262,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42730,12.343327,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42731,12.343395,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42732,12.343463,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42733,12.343646,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42734,12.343714,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42735,12.343782,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42736,12.343847,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42737,12.343914,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42738,12.34398,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42739,12.344046,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42740,12.344113,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42741,12.344299,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42742,12.34437,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42743,12.344455,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42744,12.344522,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42745,12.344589,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42746,12.344654,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42747,12.344722,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42748,12.34479,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42749,12.344903,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42750,12.344972,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42751,12.345038,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42752,12.345185,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42753,12.345273,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42754,12.345474,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42755,12.345561,2203664976,3579317520,10,474,131.89.66.80,213.88.13.16,,,,,
42756,12.345627,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42757,12.345669,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42758,12.345712,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42759,12.345795,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42760,12.345965,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42761,12.346031,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42762,12.346099,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42763,12.346164,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42764,12.34623,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42765,12.346297,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42766,12.346363,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42767,12.346431,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42768,12.346522,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42769,12.346589,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42770,12.346689,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42771,12.346757,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42772,12.34684,3382812525,2203688833,10,64,201.161.159.109,131.89.159.129,,,,,
42773,12.346908,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42774,12.346976,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42775,12.347152,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42776,12.347238,2203688833,3382812525,10,64,131.89.159.129,201.161.159.109,,,,,
42777,12.347306,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42778,12.347359,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42779,12.34739,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42780,12.347556,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42781,12.347652,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42782,12.347719,2203664976,3579317520,10,64,131.89.66.80,213.88.13.16,,,,,
42783,12.347785,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42784,12.347836,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42785,12.347853,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42786,12.347917,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42787,12.347983,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42788,12.34819,2203688833,3382812525,10,693,131.89.159.129,201.161.159.109,,,,,
42789,12.348261,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42790,12.348319,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42791,12.348376,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42792,12.348392,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42793,12.348458,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42794,12.348813,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42795,12.348905,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42796,12.348972,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42797,12.349041,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42798,12.349105,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42799,12.349171,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42800,12.349237,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42801,12.349304,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42802,12.349371,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42803,12.349438,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42804,12.349505,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42805,12.34957,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42806,12.349635,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42807,12.34973,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42808,12.349817,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42809,12.349905,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42810,12.349972,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42811,12.350037,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42812,12.350103,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42813,12.350229,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42814,12.350298,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42815,12.350384,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42816,12.350478,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42817,12.350563,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42818,12.350627,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42819,12.350711,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42820,12.350779,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42821,12.350863,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42822,12.35093,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42823,12.351014,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42824,12.351079,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42825,12.351164,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42826,12.351231,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42827,12.351315,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
42828,12.351382,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42829,12.351454,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42830,12.35157,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42831,12.351577,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42832,12.351871,3296851478,2203667371,2,88,196.129.246.22,131.89.75.171,,,,,
42833,12.351938,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42834,12.352014,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42835,12.352078,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42836,12.352587,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42837,12.352657,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42838,12.352724,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42839,12.352792,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42840,12.352858,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42841,12.352924,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42842,12.352991,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42843,12.353056,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42844,12.353122,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42845,12.35319,2203667371,3296851478,2,240,131.89.75.171,196.129.246.22,,,,,
42846,12.353256,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42847,12.353302,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42848,12.353323,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42849,12.353391,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42850,12.353456,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42851,12.353523,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42852,12.353588,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42853,12.353812,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42854,12.353887,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42855,12.353954,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42856,12.354314,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42857,12.354404,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42858,12.354474,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42859,12.354542,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42860,12.354609,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42861,12.354675,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42862,12.354742,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42863,12.354808,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42864,12.354873,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42865,12.354942,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42866,12.355009,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42867,12.355078,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42868,12.355147,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42869,12.355213,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42870,12.355281,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42871,12.355348,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42872,12.355414,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42873,12.355519,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42874,12.355724,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42875,12.355795,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42876,12.355861,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42877,12.355954,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42878,12.356019,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42879,12.356087,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42880,12.356153,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42881,12.356219,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42882,12.356289,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42883,12.356376,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42884,12.356444,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42885,12.35651,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42886,12.356663,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42887,12.356749,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42888,12.356818,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
42889,12.356903,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
